weather_id,region,date_id,time_of_day,temperature_c,precipitation_mm,fog_intensity,weather_condition
1521,Agra,20230116,00:00:00,29.3,1.4,None,Sunny
1522,Nashik,20230116,00:00:00,28.1,1.1,None,Cloudy
1523,Faridabad,20230116,00:00:00,30.4,3.9,Medium,Foggy
1524,Meerut,20230116,00:00:00,25.4,16.1,Low,Foggy
1525,Rajkot,20230116,00:00:00,19.4,0.7,Low,Foggy
1526,Kalyan,20230116,00:00:00,36.6,15.7,None,Rainy
1527,Vasai-Virar,20230116,00:00:00,31.7,4.4,None,Sunny
1528,Varanasi,20230116,00:00:00,33.7,10.7,None,Rainy
1529,Srinagar,20230116,00:00:00,29.1,7.4,None,Rainy
1530,Aurangabad,20230116,00:00:00,25.2,3.3,Medium,Foggy
1531,Dhanbad,20230116,00:00:00,34.9,3.7,None,Sunny
1532,Amritsar,20230116,00:00:00,27.5,1.2,Medium,Foggy
1533,Navi Mumbai,20230116,00:00:00,30.7,4.5,None,Sunny
1534,Allahabad,20230116,00:00:00,29.1,6.4,Low,Foggy
1535,Ranchi,20230116,00:00:00,30.0,5.0,None,Sunny
1536,Howrah,20230116,00:00:00,29.8,1.7,None,Sunny
1537,Coimbatore,20230116,00:00:00,34.0,4.6,None,Cloudy
1538,Jabalpur,20230116,00:00:00,31.8,0.0,Medium,Foggy
1539,Gwalior,20230116,00:00:00,30.6,1.9,None,Cloudy
1540,Vijayawada,20230116,00:00:00,31.6,5.1,None,Rainy
1541,Jodhpur,20230116,00:00:00,29.3,0.8,High,Foggy
1542,Madurai,20230116,00:00:00,28.8,5.2,None,Rainy
1543,Raipur,20230116,00:00:00,29.2,1.9,High,Foggy
1544,Kota,20230116,00:00:00,28.4,2.8,Low,Foggy
1545,Guwahati,20230116,00:00:00,35.2,1.1,Medium,Foggy
1546,Chandigarh,20230116,00:00:00,34.5,1.8,Low,Foggy
1547,Solapur,20230116,00:00:00,30.5,3.3,None,Cloudy
1548,Hubli–Dharwad,20230116,00:00:00,28.3,8.9,None,Rainy
1549,Mysore,20230116,00:00:00,29.5,6.9,None,Rainy
1550,Tiruchirappalli,20230116,00:00:00,31.5,0.0,None,Cloudy
1551,Bareilly,20230116,00:00:00,30.7,0.6,Low,Foggy
1552,Aligarh,20230116,00:00:00,34.9,9.1,None,Rainy
1553,Moradabad,20230116,00:00:00,27.3,2.1,Low,Foggy
1554,Jalandhar,20230116,00:00:00,36.9,5.0,Low,Foggy
1555,Bhubaneswar,20230116,00:00:00,30.6,5.8,Low,Foggy
1556,Salem,20230116,00:00:00,29.9,21.1,Low,Foggy
1557,Warangal,20230116,00:00:00,28.6,0.3,Medium,Foggy
1558,Guntur,20230116,00:00:00,27.3,5.1,Low,Foggy
1559,Bhiwandi,20230116,00:00:00,31.6,5.0,None,Cloudy
1560,Saharanpur,20230116,00:00:00,32.8,8.8,None,Rainy
1561,Gorakhpur,20230116,00:00:00,26.1,0.6,None,Sunny
1562,Bikaner,20230116,00:00:00,30.1,14.5,Low,Foggy
1563,Amravati,20230116,00:00:00,23.0,2.4,Medium,Foggy
1564,Noida,20230116,00:00:00,19.8,2.8,Medium,Foggy
1565,Jamshedpur,20230116,00:00:00,32.0,1.5,High,Foggy
1566,Bhilai,20230116,00:00:00,26.7,0.3,Medium,Foggy
1567,Cuttack,20230116,00:00:00,35.3,3.9,None,Cloudy
1568,Firozabad,20230116,00:00:00,27.1,9.2,None,Rainy
1569,Kochi,20230116,00:00:00,34.1,5.7,Low,Foggy
1570,Nellore,20230116,00:00:00,31.0,3.1,None,Cloudy
1571,Bhavnagar,20230116,00:00:00,37.1,0.3,None,Cloudy
1572,Dehradun,20230116,00:00:00,27.8,0.2,Low,Foggy
1573,Durgapur,20230116,00:00:00,21.6,2.2,None,Cloudy
1574,Asansol,20230116,00:00:00,29.2,1.3,None,Cloudy
1575,Rourkela,20230116,00:00:00,29.1,0.3,Low,Foggy
1576,Nanded,20230116,00:00:00,30.7,4.2,Medium,Foggy
1577,Kolhapur,20230116,00:00:00,32.8,1.5,High,Foggy
1578,Ajmer,20230116,00:00:00,36.7,2.5,High,Foggy
1579,Akola,20230116,00:00:00,34.7,0.5,None,Sunny
1580,Gulbarga,20230116,00:00:00,37.6,10.7,None,Rainy
1581,Jamnagar,20230116,00:00:00,32.0,1.9,Medium,Foggy
1582,Ujjain,20230116,00:00:00,33.3,6.0,High,Foggy
1583,Loni,20230116,00:00:00,30.1,8.3,None,Rainy
1584,Siliguri,20230116,00:00:00,31.0,7.5,High,Foggy
1585,Jhansi,20230116,00:00:00,24.3,1.5,None,Cloudy
1586,Ulhasnagar,20230116,00:00:00,24.1,6.1,None,Rainy
1587,Nellore,20230116,00:00:00,29.4,3.5,Medium,Foggy
1588,Bilaspur,20230116,00:00:00,34.0,27.3,Medium,Foggy
1589,Shimla,20230116,00:00:00,23.9,1.8,None,Cloudy
1590,Panipat,20230116,00:00:00,30.5,2.1,Medium,Foggy
1591,Bharatpur,20230116,00:00:00,33.8,3.0,Low,Foggy
1592,Gandhinagar,20230116,00:00:00,33.7,16.7,High,Foggy
1593,Pimpri-Chinchwad,20230116,00:00:00,32.3,5.0,None,Cloudy
1594,Anantapur,20230116,00:00:00,30.1,3.1,High,Foggy
1595,Dewas,20230116,00:00:00,29.5,3.2,Low,Foggy
1596,Karnal,20230116,00:00:00,35.4,2.9,Low,Foggy
1597,Tirunelveli,20230116,00:00:00,31.4,3.2,None,Cloudy
1598,Bathinda,20230116,00:00:00,35.2,2.5,Low,Foggy
1599,Rewa,20230116,00:00:00,18.3,0.1,None,Sunny
1600,Satna,20230116,00:00:00,32.2,6.6,None,Rainy
1601,Mumbai,20230117,00:00:00,25.7,1.5,None,Sunny
1602,Delhi,20230117,00:00:00,31.9,3.0,None,Cloudy
1603,Bengaluru,20230117,00:00:00,35.8,3.4,None,Sunny
1604,Hyderabad,20230117,00:00:00,31.4,8.2,Medium,Foggy
1605,Ahmedabad,20230117,00:00:00,39.5,12.3,None,Rainy
1606,Chennai,20230117,00:00:00,27.4,5.1,None,Rainy
1607,Kolkata,20230117,00:00:00,17.1,3.5,Medium,Foggy
1608,Pune,20230117,00:00:00,34.5,4.0,Medium,Foggy
1609,Jaipur,20230117,00:00:00,30.3,3.2,None,Sunny
1610,Lucknow,20230117,00:00:00,20.9,1.3,Low,Foggy
1611,Kanpur,20230117,00:00:00,27.7,4.7,High,Foggy
1612,Nagpur,20230117,00:00:00,29.1,2.6,Medium,Foggy
1613,Indore,20230117,00:00:00,25.7,1.9,Medium,Foggy
1614,Thane,20230117,00:00:00,35.0,2.7,Medium,Foggy
1615,Bhopal,20230117,00:00:00,29.7,3.1,High,Foggy
1616,Visakhapatnam,20230117,00:00:00,34.9,2.2,None,Cloudy
1617,Patna,20230117,00:00:00,33.6,0.3,Low,Foggy
1618,Vadodara,20230117,00:00:00,20.8,5.1,None,Rainy
1619,Ghaziabad,20230117,00:00:00,38.6,5.9,None,Rainy
1620,Ludhiana,20230117,00:00:00,32.4,20.5,High,Foggy
1621,Agra,20230117,00:00:00,29.9,13.2,Medium,Foggy
1622,Nashik,20230117,00:00:00,24.5,16.6,Low,Foggy
1623,Faridabad,20230117,00:00:00,28.4,2.0,Low,Foggy
1624,Meerut,20230117,00:00:00,31.2,11.3,Low,Foggy
1625,Rajkot,20230117,00:00:00,35.0,0.2,None,Cloudy
1626,Kalyan,20230117,00:00:00,23.2,0.3,None,Sunny
1627,Vasai-Virar,20230117,00:00:00,30.5,12.8,None,Rainy
1628,Varanasi,20230117,00:00:00,43.1,0.6,Medium,Foggy
1629,Srinagar,20230117,00:00:00,21.3,0.2,None,Sunny
1630,Aurangabad,20230117,00:00:00,25.6,1.6,Medium,Foggy
1631,Dhanbad,20230117,00:00:00,27.8,0.8,High,Foggy
1632,Amritsar,20230117,00:00:00,29.4,2.6,High,Foggy
1633,Navi Mumbai,20230117,00:00:00,28.8,10.5,None,Rainy
1634,Allahabad,20230117,00:00:00,27.5,2.6,High,Foggy
1635,Ranchi,20230117,00:00:00,35.4,1.1,High,Foggy
1636,Howrah,20230117,00:00:00,41.0,3.1,None,Cloudy
1637,Coimbatore,20230117,00:00:00,34.6,1.3,High,Foggy
1638,Jabalpur,20230117,00:00:00,24.5,9.4,High,Foggy
1639,Gwalior,20230117,00:00:00,29.2,3.2,None,Sunny
1640,Vijayawada,20230117,00:00:00,28.2,0.5,High,Foggy
1641,Jodhpur,20230117,00:00:00,30.1,1.5,None,Sunny
1642,Madurai,20230117,00:00:00,27.5,9.8,None,Rainy
1643,Raipur,20230117,00:00:00,29.6,12.7,High,Foggy
1644,Kota,20230117,00:00:00,31.7,0.5,None,Sunny
1645,Guwahati,20230117,00:00:00,28.8,1.5,Medium,Foggy
1646,Chandigarh,20230117,00:00:00,35.9,1.5,Low,Foggy
1647,Solapur,20230117,00:00:00,21.1,4.6,Medium,Foggy
1648,Hubli–Dharwad,20230117,00:00:00,28.8,6.2,None,Rainy
1649,Mysore,20230117,00:00:00,24.3,0.2,None,Sunny
1650,Tiruchirappalli,20230117,00:00:00,27.9,5.1,None,Rainy
1651,Bareilly,20230117,00:00:00,25.9,1.9,None,Cloudy
1652,Aligarh,20230117,00:00:00,21.9,2.0,Medium,Foggy
1653,Moradabad,20230117,00:00:00,30.8,0.6,Medium,Foggy
1654,Jalandhar,20230117,00:00:00,30.5,10.1,None,Rainy
1655,Bhubaneswar,20230117,00:00:00,33.1,10.2,Low,Foggy
1656,Salem,20230117,00:00:00,31.2,3.6,Low,Foggy
1657,Warangal,20230117,00:00:00,26.6,1.6,None,Cloudy
1658,Guntur,20230117,00:00:00,31.7,18.6,Low,Foggy
1659,Bhiwandi,20230117,00:00:00,23.9,1.5,None,Cloudy
1660,Saharanpur,20230117,00:00:00,30.8,1.0,None,Cloudy
1661,Gorakhpur,20230117,00:00:00,26.3,0.4,Medium,Foggy
1662,Bikaner,20230117,00:00:00,34.8,4.6,Low,Foggy
1663,Amravati,20230117,00:00:00,37.4,8.5,Medium,Foggy
1664,Noida,20230117,00:00:00,30.1,10.1,None,Rainy
1665,Jamshedpur,20230117,00:00:00,39.6,1.6,Low,Foggy
1666,Bhilai,20230117,00:00:00,33.3,0.5,Medium,Foggy
1667,Cuttack,20230117,00:00:00,43.5,5.0,None,Sunny
1668,Firozabad,20230117,00:00:00,29.4,0.6,None,Sunny
1669,Kochi,20230117,00:00:00,28.5,2.1,None,Sunny
1670,Nellore,20230117,00:00:00,21.0,9.0,Medium,Foggy
1671,Bhavnagar,20230117,00:00:00,26.7,5.5,None,Rainy
1672,Dehradun,20230117,00:00:00,29.9,4.4,None,Sunny
1673,Durgapur,20230117,00:00:00,33.9,21.4,None,Rainy
1674,Asansol,20230117,00:00:00,29.7,2.1,High,Foggy
1675,Rourkela,20230117,00:00:00,26.6,2.3,Medium,Foggy
1676,Nanded,20230117,00:00:00,34.2,5.6,Medium,Foggy
1677,Kolhapur,20230117,00:00:00,34.6,5.4,Low,Foggy
1678,Ajmer,20230117,00:00:00,26.9,3.4,Low,Foggy
1679,Akola,20230117,00:00:00,24.0,4.0,Low,Foggy
1680,Gulbarga,20230117,00:00:00,38.4,3.4,Low,Foggy
1681,Jamnagar,20230117,00:00:00,29.5,1.1,None,Cloudy
1682,Ujjain,20230117,00:00:00,25.7,0.5,None,Sunny
1683,Loni,20230117,00:00:00,31.0,2.0,Low,Foggy
1684,Siliguri,20230117,00:00:00,36.5,3.6,Low,Foggy
1685,Jhansi,20230117,00:00:00,29.9,3.7,High,Foggy
1686,Ulhasnagar,20230117,00:00:00,38.6,3.7,Low,Foggy
1687,Nellore,20230117,00:00:00,36.2,9.5,Low,Foggy
1688,Bilaspur,20230117,00:00:00,25.0,11.0,None,Rainy
1689,Shimla,20230117,00:00:00,25.1,3.2,None,Cloudy
1690,Panipat,20230117,00:00:00,23.4,2.4,Low,Foggy
1691,Bharatpur,20230117,00:00:00,31.2,3.7,Medium,Foggy
1692,Gandhinagar,20230117,00:00:00,27.8,1.0,None,Cloudy
1693,Pimpri-Chinchwad,20230117,00:00:00,21.8,2.9,None,Sunny
1694,Anantapur,20230117,00:00:00,29.4,2.4,None,Cloudy
1695,Dewas,20230117,00:00:00,25.5,0.2,None,Sunny
1696,Karnal,20230117,00:00:00,25.7,4.7,None,Cloudy
1697,Tirunelveli,20230117,00:00:00,18.0,10.5,High,Foggy
1698,Bathinda,20230117,00:00:00,18.0,2.2,Low,Foggy
1699,Rewa,20230117,00:00:00,23.6,19.0,None,Rainy
1700,Satna,20230117,00:00:00,33.2,16.9,Medium,Foggy
1701,Mumbai,20230118,00:00:00,32.0,12.3,Low,Foggy
1702,Delhi,20230118,00:00:00,27.7,3.5,Medium,Foggy
1703,Bengaluru,20230118,00:00:00,23.8,0.9,None,Cloudy
1704,Hyderabad,20230118,00:00:00,24.3,3.5,None,Cloudy
1705,Ahmedabad,20230118,00:00:00,42.9,7.9,None,Rainy
1706,Chennai,20230118,00:00:00,31.7,1.6,Low,Foggy
1707,Kolkata,20230118,00:00:00,31.9,3.7,None,Cloudy
1708,Pune,20230118,00:00:00,29.8,5.3,None,Rainy
1709,Jaipur,20230118,00:00:00,26.6,4.7,Medium,Foggy
1710,Lucknow,20230118,00:00:00,30.4,0.5,Low,Foggy
1711,Kanpur,20230118,00:00:00,35.6,4.9,None,Sunny
1712,Nagpur,20230118,00:00:00,38.2,3.3,None,Cloudy
1713,Indore,20230118,00:00:00,34.7,0.6,Medium,Foggy
1714,Thane,20230118,00:00:00,30.1,3.3,Low,Foggy
1715,Bhopal,20230118,00:00:00,31.0,1.9,Medium,Foggy
1716,Visakhapatnam,20230118,00:00:00,31.4,5.3,None,Rainy
1717,Patna,20230118,00:00:00,30.5,2.5,None,Cloudy
1718,Vadodara,20230118,00:00:00,30.9,1.2,Medium,Foggy
1719,Ghaziabad,20230118,00:00:00,29.2,3.0,Low,Foggy
1720,Ludhiana,20230118,00:00:00,25.8,3.2,Low,Foggy
1721,Agra,20230118,00:00:00,33.1,26.6,Medium,Foggy
1722,Nashik,20230118,00:00:00,33.8,8.2,Low,Foggy
1723,Faridabad,20230118,00:00:00,35.6,4.4,Medium,Foggy
1724,Meerut,20230118,00:00:00,35.8,2.9,Low,Foggy
1725,Rajkot,20230118,00:00:00,25.4,2.3,None,Sunny
1726,Kalyan,20230118,00:00:00,33.6,1.7,Low,Foggy
1727,Vasai-Virar,20230118,00:00:00,26.5,2.4,High,Foggy
1728,Varanasi,20230118,00:00:00,28.4,3.3,Medium,Foggy
1729,Srinagar,20230118,00:00:00,38.1,3.8,Low,Foggy
1730,Aurangabad,20230118,00:00:00,25.1,4.7,Low,Foggy
1731,Dhanbad,20230118,00:00:00,25.6,1.7,None,Cloudy
1732,Amritsar,20230118,00:00:00,23.9,11.7,None,Rainy
1733,Navi Mumbai,20230118,00:00:00,32.6,3.7,High,Foggy
1734,Allahabad,20230118,00:00:00,31.7,8.5,High,Foggy
1735,Ranchi,20230118,00:00:00,27.7,1.3,Medium,Foggy
1736,Howrah,20230118,00:00:00,27.8,4.8,None,Cloudy
1737,Coimbatore,20230118,00:00:00,39.3,9.1,None,Rainy
1738,Jabalpur,20230118,00:00:00,36.5,0.5,Low,Foggy
1739,Gwalior,20230118,00:00:00,33.2,0.5,None,Sunny
1740,Vijayawada,20230118,00:00:00,34.3,2.4,Medium,Foggy
1741,Jodhpur,20230118,00:00:00,29.7,0.5,None,Sunny
1742,Madurai,20230118,00:00:00,31.8,4.6,None,Cloudy
1743,Raipur,20230118,00:00:00,36.2,0.2,Low,Foggy
1744,Kota,20230118,00:00:00,33.4,2.8,Medium,Foggy
1745,Guwahati,20230118,00:00:00,33.5,1.9,Low,Foggy
1746,Chandigarh,20230118,00:00:00,27.5,1.9,High,Foggy
1747,Solapur,20230118,00:00:00,33.8,6.3,None,Rainy
1748,Hubli–Dharwad,20230118,00:00:00,24.2,0.7,Medium,Foggy
1749,Mysore,20230118,00:00:00,41.0,4.0,Low,Foggy
1750,Tiruchirappalli,20230118,00:00:00,26.5,5.5,Medium,Foggy
1751,Bareilly,20230118,00:00:00,30.9,0.9,None,Sunny
1752,Aligarh,20230118,00:00:00,30.4,4.3,None,Sunny
1753,Moradabad,20230118,00:00:00,38.8,5.9,High,Foggy
1754,Jalandhar,20230118,00:00:00,41.1,3.8,Low,Foggy
1755,Bhubaneswar,20230118,00:00:00,34.4,3.1,None,Cloudy
1756,Salem,20230118,00:00:00,32.3,0.6,Medium,Foggy
1757,Warangal,20230118,00:00:00,26.5,4.7,Medium,Foggy
1758,Guntur,20230118,00:00:00,20.8,0.7,Medium,Foggy
1759,Bhiwandi,20230118,00:00:00,30.3,3.1,None,Cloudy
1760,Saharanpur,20230118,00:00:00,42.8,7.9,Low,Foggy
1761,Gorakhpur,20230118,00:00:00,23.6,13.5,Low,Foggy
1762,Bikaner,20230118,00:00:00,24.5,2.4,None,Cloudy
1763,Amravati,20230118,00:00:00,37.2,1.9,None,Cloudy
1764,Noida,20230118,00:00:00,32.2,2.3,None,Cloudy
1765,Jamshedpur,20230118,00:00:00,30.6,0.4,Low,Foggy
1766,Bhilai,20230118,00:00:00,26.6,5.9,None,Rainy
1767,Cuttack,20230118,00:00:00,27.2,1.7,Low,Foggy
1768,Firozabad,20230118,00:00:00,31.4,2.1,None,Cloudy
1769,Kochi,20230118,00:00:00,22.4,1.8,None,Cloudy
1770,Nellore,20230118,00:00:00,29.1,1.1,None,Cloudy
1771,Bhavnagar,20230118,00:00:00,24.7,9.1,Medium,Foggy
1772,Dehradun,20230118,00:00:00,33.6,0.2,Low,Foggy
1773,Durgapur,20230118,00:00:00,26.9,1.9,High,Foggy
1774,Asansol,20230118,00:00:00,32.6,3.5,None,Cloudy
1775,Rourkela,20230118,00:00:00,26.2,0.0,High,Foggy
1776,Nanded,20230118,00:00:00,25.2,4.6,Low,Foggy
1777,Kolhapur,20230118,00:00:00,36.7,1.8,Medium,Foggy
1778,Ajmer,20230118,00:00:00,28.1,2.4,None,Cloudy
1779,Akola,20230118,00:00:00,31.6,4.1,Low,Foggy
1780,Gulbarga,20230118,00:00:00,23.9,4.2,None,Cloudy
1781,Jamnagar,20230118,00:00:00,26.6,1.3,None,Cloudy
1782,Ujjain,20230118,00:00:00,35.8,4.3,Medium,Foggy
1783,Loni,20230118,00:00:00,37.1,0.6,Medium,Foggy
1784,Siliguri,20230118,00:00:00,28.0,3.8,Medium,Foggy
1785,Jhansi,20230118,00:00:00,35.1,1.0,Medium,Foggy
1786,Ulhasnagar,20230118,00:00:00,28.6,5.8,Low,Foggy
1787,Nellore,20230118,00:00:00,25.6,9.3,None,Rainy
1788,Bilaspur,20230118,00:00:00,35.1,2.2,None,Cloudy
1789,Shimla,20230118,00:00:00,28.9,1.5,None,Sunny
1790,Panipat,20230118,00:00:00,25.8,3.9,None,Sunny
1791,Bharatpur,20230118,00:00:00,27.8,8.1,Medium,Foggy
1792,Gandhinagar,20230118,00:00:00,28.8,6.2,None,Rainy
1793,Pimpri-Chinchwad,20230118,00:00:00,37.1,9.4,Low,Foggy
1794,Anantapur,20230118,00:00:00,25.5,5.6,High,Foggy
1795,Dewas,20230118,00:00:00,31.7,2.3,Medium,Foggy
1796,Karnal,20230118,00:00:00,20.6,2.4,None,Cloudy
1797,Tirunelveli,20230118,00:00:00,34.5,2.8,Low,Foggy
1798,Bathinda,20230118,00:00:00,26.1,0.4,Low,Foggy
1799,Rewa,20230118,00:00:00,34.8,0.4,None,Sunny
1800,Satna,20230118,00:00:00,33.5,4.6,None,Cloudy
1801,Mumbai,20230119,00:00:00,26.0,0.0,Low,Foggy
1802,Delhi,20230119,00:00:00,25.3,2.8,None,Cloudy
1803,Bengaluru,20230119,00:00:00,37.0,5.9,Low,Foggy
1804,Hyderabad,20230119,00:00:00,34.0,0.6,None,Sunny
1805,Ahmedabad,20230119,00:00:00,24.8,7.8,Medium,Foggy
1806,Chennai,20230119,00:00:00,30.2,2.6,None,Sunny
1807,Kolkata,20230119,00:00:00,27.8,11.6,None,Rainy
1808,Pune,20230119,00:00:00,39.1,9.3,None,Rainy
1809,Jaipur,20230119,00:00:00,30.0,5.0,None,Sunny
1810,Lucknow,20230119,00:00:00,32.3,1.9,Medium,Foggy
1811,Kanpur,20230119,00:00:00,29.6,8.0,Low,Foggy
1812,Nagpur,20230119,00:00:00,24.9,0.2,Low,Foggy
1813,Indore,20230119,00:00:00,24.6,0.9,None,Cloudy
1814,Thane,20230119,00:00:00,24.9,0.4,Low,Foggy
1815,Bhopal,20230119,00:00:00,27.5,5.3,Medium,Foggy
1816,Visakhapatnam,20230119,00:00:00,31.3,2.8,High,Foggy
1817,Patna,20230119,00:00:00,32.3,0.0,Low,Foggy
1818,Vadodara,20230119,00:00:00,23.9,7.7,Low,Foggy
1819,Ghaziabad,20230119,00:00:00,37.8,14.2,None,Rainy
1820,Ludhiana,20230119,00:00:00,27.7,8.5,None,Rainy
1821,Agra,20230119,00:00:00,33.5,0.3,Medium,Foggy
1822,Nashik,20230119,00:00:00,32.5,0.1,None,Cloudy
1823,Faridabad,20230119,00:00:00,27.6,9.3,Medium,Foggy
1824,Meerut,20230119,00:00:00,35.1,1.0,Medium,Foggy
1825,Rajkot,20230119,00:00:00,31.3,15.6,None,Rainy
1826,Kalyan,20230119,00:00:00,36.0,4.5,Medium,Foggy
1827,Vasai-Virar,20230119,00:00:00,27.6,1.8,Medium,Foggy
1828,Varanasi,20230119,00:00:00,31.6,2.2,Low,Foggy
1829,Srinagar,20230119,00:00:00,29.1,4.5,None,Cloudy
1830,Aurangabad,20230119,00:00:00,28.9,8.3,Low,Foggy
1831,Dhanbad,20230119,00:00:00,33.7,13.0,Medium,Foggy
1832,Amritsar,20230119,00:00:00,38.8,17.2,None,Rainy
1833,Navi Mumbai,20230119,00:00:00,28.2,10.6,None,Rainy
1834,Allahabad,20230119,00:00:00,27.2,9.9,Low,Foggy
1835,Ranchi,20230119,00:00:00,24.1,12.7,Low,Foggy
1836,Howrah,20230119,00:00:00,32.0,0.6,Medium,Foggy
1837,Coimbatore,20230119,00:00:00,31.5,3.5,None,Cloudy
1838,Jabalpur,20230119,00:00:00,26.8,0.3,None,Sunny
1839,Gwalior,20230119,00:00:00,25.7,3.0,Low,Foggy
1840,Vijayawada,20230119,00:00:00,29.1,1.2,None,Cloudy
1841,Jodhpur,20230119,00:00:00,24.7,1.3,Low,Foggy
1842,Madurai,20230119,00:00:00,34.1,5.7,Medium,Foggy
1843,Raipur,20230119,00:00:00,27.0,7.3,None,Rainy
1844,Kota,20230119,00:00:00,19.8,10.1,Medium,Foggy
1845,Guwahati,20230119,00:00:00,29.4,0.2,Medium,Foggy
1846,Chandigarh,20230119,00:00:00,33.0,5.9,None,Rainy
1847,Solapur,20230119,00:00:00,32.0,5.4,None,Rainy
1848,Hubli–Dharwad,20230119,00:00:00,33.8,2.3,Medium,Foggy
1849,Mysore,20230119,00:00:00,26.4,1.3,Medium,Foggy
1850,Tiruchirappalli,20230119,00:00:00,28.5,3.7,Medium,Foggy
1851,Bareilly,20230119,00:00:00,31.7,7.5,Medium,Foggy
1852,Aligarh,20230119,00:00:00,34.1,2.6,Low,Foggy
1853,Moradabad,20230119,00:00:00,29.6,2.6,Low,Foggy
1854,Jalandhar,20230119,00:00:00,18.2,0.6,Low,Foggy
1855,Bhubaneswar,20230119,00:00:00,26.7,1.7,Medium,Foggy
1856,Salem,20230119,00:00:00,29.6,1.0,Low,Foggy
1857,Warangal,20230119,00:00:00,20.8,5.0,High,Foggy
1858,Guntur,20230119,00:00:00,31.9,6.3,None,Rainy
1859,Bhiwandi,20230119,00:00:00,24.5,2.1,Low,Foggy
1860,Saharanpur,20230119,00:00:00,26.3,0.1,None,Sunny
1861,Gorakhpur,20230119,00:00:00,22.6,5.2,Low,Foggy
1862,Bikaner,20230119,00:00:00,29.7,1.4,High,Foggy
1863,Amravati,20230119,00:00:00,28.0,4.6,Medium,Foggy
1864,Noida,20230119,00:00:00,31.8,1.7,None,Sunny
1865,Jamshedpur,20230119,00:00:00,25.2,8.1,Low,Foggy
1866,Bhilai,20230119,00:00:00,29.8,0.5,Low,Foggy
1867,Cuttack,20230119,00:00:00,21.6,3.1,Low,Foggy
1868,Firozabad,20230119,00:00:00,31.7,6.7,High,Foggy
1869,Kochi,20230119,00:00:00,23.1,0.8,None,Cloudy
1870,Nellore,20230119,00:00:00,25.6,8.9,Medium,Foggy
1871,Bhavnagar,20230119,00:00:00,28.6,6.1,Medium,Foggy
1872,Dehradun,20230119,00:00:00,24.4,5.0,Medium,Foggy
1873,Durgapur,20230119,00:00:00,28.8,6.2,None,Rainy
1874,Asansol,20230119,00:00:00,19.4,2.8,None,Sunny
1875,Rourkela,20230119,00:00:00,36.6,1.3,Medium,Foggy
1876,Nanded,20230119,00:00:00,35.0,8.0,Medium,Foggy
1877,Kolhapur,20230119,00:00:00,39.8,0.1,Low,Foggy
1878,Ajmer,20230119,00:00:00,22.3,3.8,High,Foggy
1879,Akola,20230119,00:00:00,26.5,2.1,High,Foggy
1880,Gulbarga,20230119,00:00:00,31.6,5.6,Medium,Foggy
1881,Jamnagar,20230119,00:00:00,25.6,0.5,Low,Foggy
1882,Ujjain,20230119,00:00:00,31.3,4.4,None,Sunny
1883,Loni,20230119,00:00:00,25.6,0.7,Medium,Foggy
1884,Siliguri,20230119,00:00:00,31.8,1.6,None,Cloudy
1885,Jhansi,20230119,00:00:00,24.6,7.7,None,Rainy
1886,Ulhasnagar,20230119,00:00:00,29.3,3.7,Low,Foggy
1887,Nellore,20230119,00:00:00,32.8,4.8,Low,Foggy
1888,Bilaspur,20230119,00:00:00,30.7,2.1,None,Sunny
1889,Shimla,20230119,00:00:00,33.4,1.0,Medium,Foggy
1890,Panipat,20230119,00:00:00,24.5,0.4,Low,Foggy
1891,Bharatpur,20230119,00:00:00,25.4,19.4,High,Foggy
1892,Gandhinagar,20230119,00:00:00,22.5,0.3,None,Sunny
1893,Pimpri-Chinchwad,20230119,00:00:00,30.3,0.1,Low,Foggy
1894,Anantapur,20230119,00:00:00,31.9,5.5,Medium,Foggy
1895,Dewas,20230119,00:00:00,23.8,2.8,None,Cloudy
1896,Karnal,20230119,00:00:00,37.3,10.4,Low,Foggy
1897,Tirunelveli,20230119,00:00:00,38.0,8.8,Medium,Foggy
1898,Bathinda,20230119,00:00:00,28.8,2.6,None,Sunny
1899,Rewa,20230119,00:00:00,36.4,2.2,None,Cloudy
1900,Satna,20230119,00:00:00,24.3,17.3,None,Rainy
1901,Mumbai,20230120,00:00:00,28.0,4.5,Medium,Foggy
1902,Delhi,20230120,00:00:00,27.5,5.1,None,Rainy
1903,Bengaluru,20230120,00:00:00,34.2,11.0,None,Rainy
1904,Hyderabad,20230120,00:00:00,29.0,26.4,None,Rainy
1905,Ahmedabad,20230120,00:00:00,29.4,0.7,High,Foggy
1906,Chennai,20230120,00:00:00,34.3,0.7,None,Sunny
1907,Kolkata,20230120,00:00:00,31.0,13.8,None,Rainy
1908,Pune,20230120,00:00:00,30.3,9.1,None,Rainy
1909,Jaipur,20230120,00:00:00,19.2,4.2,Medium,Foggy
1910,Lucknow,20230120,00:00:00,21.8,5.7,None,Rainy
1911,Kanpur,20230120,00:00:00,24.7,1.7,Medium,Foggy
1912,Nagpur,20230120,00:00:00,28.4,1.4,Low,Foggy
1913,Indore,20230120,00:00:00,26.8,7.5,Medium,Foggy
1914,Thane,20230120,00:00:00,28.3,7.3,None,Rainy
1915,Bhopal,20230120,00:00:00,29.3,1.4,Low,Foggy
1916,Visakhapatnam,20230120,00:00:00,31.2,9.5,Low,Foggy
1917,Patna,20230120,00:00:00,36.1,0.3,Low,Foggy
1918,Vadodara,20230120,00:00:00,23.3,4.3,High,Foggy
